TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight
121454.283	INIZIO IMMAGINI : IMMAGINE 0
121468.933		503.0	442.0	1	487.0	437.0	1	495	439	4.5144	1	4.4059	1
121485.902		503.0	437.0	1	488.0	443.0	1	496	440	4.5218	1	4.4076	1
121502.109		507.0	437.0	1	488.0	448.0	1	498	442	4.5278	1	4.4113	1
121519.386		507.0	435.0	1	487.0	448.0	1	497	441	4.528	1	4.4123	1
121535.316		501.0	436.0	1	488.0	445.0	1	494	440	4.5281	1	4.413	1
121552.485		498.0	433.0	1	487.0	442.0	1	492	437	4.5359	1	4.4118	1
121568.685		499.0	426.0	1	488.0	433.0	1	494	429	4.5479	1	4.4154	1
121585.767		504.0	418.0	1	493.0	432.0	1	498	425	4.5492	1	4.4153	1
121602.023		505.0	413.0	1	495.0	429.0	1	500	421	4.5555	1	4.4225	1
121619.403		505.0	414.0	1	493.0	434.0	1	499	424	4.569	1	4.4243	1
121635.307		499.0	406.0	1	495.0	429.0	1	497	417	4.5786	1	4.4296	1
121652.158		487.0	407.0	1	490.0	427.0	1	488	417	4.5672	1	4.4332	1
121668.517		487.0	428.0	1	483.0	435.0	1	485	431	4.5786	1	4.4337	1
121685.624		503.0	444.0	1	487.0	432.0	1	495	438	4.586	1	4.4348	1
121701.871		514.0	445.0	1	492.0	431.0	1	503	438	4.5809	1	4.4367	1
121719.287		512.0	431.0	1	493.0	431.0	1	502	431	4.5797	1	4.4361	1
121735.057		506.0	425.0	1	491.0	435.0	1	498	430	4.5854	1	4.4327	1
121752.266		499.0	428.0	1	493.0	436.0	1	496	432	4.5686	1	4.4328	1
121768.295		493.0	420.0	1	495.0	442.0	1	494	431	4.5558	1	4.4163	1
121785.831		494.0	416.0	1	491.0	446.0	1	492	431	4.5485	1	4.402	1
121801.81		504.0	416.0	1	498.0	449.0	1	501	432	4.4928	1	4.3438	1
121819.003		509.0	429.0	1	504.0	446.0	1	506	437	4.4772	1	4.3201	1
121835.08		499.0	435.0	1	505.0	445.0	1	502	440	4.397	1	4.2325	1
121852.228		488.0	434.0	1	499.0	448.0	1	494	441	4.3489	1	4.1959	1
121868.354		483.0	439.0	1	503.0	449.0	1	493	444	4.2594	1	4.0945	1
121885.613		517.0	513.0	1	533.0	515.0	1	525	514	4.2404	1	4.0577	1
121901.507		620.0	748.0	1	643.0	747.0	1	632	747	4.1331	1	3.9476	1
121918.887		623.0	753.0	1	658.0	761.0	1	640	757	4.0927	1	3.907	1
121934.865		625.0	769.0	1	668.0	768.0	1	646	768	4.0061	1	3.8076	1
121952.102		622.0	780.0	1	670.0	771.0	1	646	775	3.9729	1	3.7784	1
121968.119		611.0	788.0	1	674.0	768.0	1	642	778	3.8895	1	3.693	1
121985.337		607.0	795.0	1	676.0	765.0	1	642	780	3.8678	1	3.6683	1
122001.442		642.0	796.0	1	690.0	770.0	1	666	783	3.7786	1	3.5861	1
122018.916		684.0	806.0	1	725.0	783.0	1	704	794	3.7571	1	3.5553	1
122034.988		773.0	821.0	1	804.0	790.0	1	788	805	3.6767	1	3.4749	1
122052.124		772.0	819.0	1	803.0	782.0	1	788	800	3.6568	1	3.4539	1
122068.153		782.0	825.0	1	817.0	776.0	1	800	800	3.5899	1	3.3912	1
122085.309		780.0	823.0	1	819.0	781.0	1	800	802	3.5721	1	3.3808	1
122101.371		784.0	823.0	1	826.0	779.0	1	805	801	3.5236	1	3.3344	1
122118.763		786.0	822.0	1	827.0	777.0	1	806	799	3.5143	1	3.3128	1
122134.665		788.0	814.0	1	816.0	781.0	1	802	797	3.4717	1	3.2783	1
122151.951		786.0	799.0	1	818.0	776.0	1	802	787	3.4607	1	3.2647	1
122168.243		788.0	795.0	1	817.0	753.0	1	802	774	3.437	1	3.2383	1
122185.327		789.0	799.0	1	815.0	752.0	1	802	775	3.4238	1	3.2297	1
122201.256		794.0	797.0	1	823.0	745.0	1	808	771	3.3943	1	3.1937	1
122218.665		792.0	799.0	1	824.0	747.0	1	808	773	3.3862	1	3.1868	1
122234.52		788.0	793.0	1	827.0	754.0	1	808	773	3.3538	1	3.1639	1
122251.856		790.0	787.0	1	826.0	754.0	1	808	770	3.3428	1	3.1489	1
122267.776		792.0	796.0	1	825.0	753.0	1	808	774	3.3129	1	3.1251	1
122284.937		794.0	801.0	1	824.0	751.0	1	809	776	3.3036	1	3.1227	1
122301.223		797.0	805.0	1	823.0	753.0	1	810	779	3.2768	1	3.0945	1
122318.469		798.0	807.0	1	824.0	752.0	1	811	779	3.2689	1	3.0849	1
122334.457		800.0	810.0	1	829.0	752.0	1	814	781	3.2391	1	3.0686	1
122351.81		803.0	805.0	1	831.0	756.0	1	817	780	3.2339	1	3.0656	1
122367.772		800.0	800.0	1	825.0	760.0	1	812	780	3.2243	1	3.0478	1
122385.057		784.0	808.0	1	822.0	755.0	1	803	781	3.2178	1	3.0416	1
122401.08		570.0	833.0	1	671.0	782.0	1	620	807	3.194	1	3.0181	1
122417.422		505.0	845.0	1	621.0	805.0	1	563	825	3.1703	1	2.9769	1
122434.33		209.0	834.0	1	265.0	794.0	1	237	814	3.1125	1	2.9411	1
122451.612		202.0	825.0	1	268.0	772.0	1	235	798	3.1087	1	2.9869	1
122467.716		189.0	821.0	1	247.0	770.0	1	218	795	3.0955	1	2.9728	1
122485.067		186.0	815.0	1	259.0	769.0	1	222	792	3.0999	1	2.965	1
122500.888		183.0	809.0	1	263.0	771.0	1	223	790	3.0869	1	2.9489	1
122518.363		174.0	817.0	1	233.0	773.0	1	204	795	3.0746	1	2.9335	1
122534.168		172.0	818.0	1	231.0	773.0	1	202	795	3.0584	1	2.9245	1
122551.575		184.0	821.0	1	241.0	770.0	1	212	795	3.0582	1	2.921	1
122567.604		190.0	822.0	1	239.0	759.0	1	214	790	3.049	1	2.913	1
122585.0		197.0	825.0	1	238.0	753.0	1	218	789	3.0514	1	2.9124	1
122600.876		197.0	833.0	1	229.0	748.0	1	213	790	3.0487	1	2.9049	1
122618.193		185.0	831.0	1	220.0	748.0	1	202	789	3.053	1	2.8996	1
122634.162		176.0	824.0	1	221.0	752.0	1	198	788	3.049	1	2.9023	1
122651.586		173.0	818.0	1	218.0	761.0	1	196	789	3.0419	1	2.8885	1
122667.613		173.0	821.0	1	215.0	761.0	1	194	791	3.0403	1	2.8945	1
122684.882		176.0	819.0	1	218.0	759.0	1	197	789	3.0417	1	2.8965	1
122700.858		176.0	815.0	1	227.0	761.0	1	202	788	3.0356	1	2.8804	1
122718.086		175.0	818.0	1	229.0	767.0	1	202	792	3.0257	1	2.8843	1
122734.104		173.0	814.0	1	219.0	766.0	1	196	790	3.02	1	2.8796	1
122751.348		172.0	815.0	1	212.0	764.0	1	192	789	3.0231	1	2.8704	1
122767.462		172.0	822.0	1	220.0	774.0	1	196	798	3.0155	1	2.8721	1
122784.768		173.0	822.0	1	217.0	771.0	1	195	796	3.0217	1	2.8667	1
122800.79		167.0	815.0	1	214.0	773.0	1	190	794	3.0161	1	2.8628	1
122818.163		161.0	813.0	1	221.0	779.0	1	191	796	2.9984	1	2.8522	1
122834.061		160.0	816.0	1	213.0	772.0	1	186	794	2.9982	1	2.8441	1
122851.426		164.0	818.0	1	208.0	767.0	1	186	792	3.0083	1	2.8488	1
122867.16		166.0	810.0	1	209.0	764.0	1	188	787	2.9975	1	2.8527	1
122884.706		167.0	805.0	1	201.0	770.0	1	184	787	2.987	1	2.8314	1
